experiment_id,dataset_family,investigation_id,original_test_id,fuel_material,material_category,sample_description,oxygen_pct,pressure_mmhg,pressure_kpa,burn_time_s,extinction_outcome,extinction_diameter_mm,initial_diameter_mm,burning_rate_mms,airflow_velocity_cms,flame_temp_k,gravity_condition,ignition_power_w,ignition_time_s,co2_pct,co_ppm,test_date,source_name,source_url,notes
BASS-M4,BASS-II,PSI-25,M4,PMMA (Acrylic),Solid Polymer / Film,5 mm thick PMMA   2 cm wide,21.8,760.0,101.32,8.7,Blowoff Extinction,,,,543.0,1380.0,Microgravity (~0g),,,2.15,561.0,7/31/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #171m. Final O2: 19.8%. Fan display: 524743.0.
BASS-M5,BASS-II,PSI-25,M5,PMMA (Acrylic),Solid Polymer / Film,3 mm thick PMMA   2 sided   2 cm thick,22.2,760.0,101.32,10003.4,Blowoff Extinction,,,,20131085.0,1380.0,Microgravity (~0g),,,3.22,500.0,2/20/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #167. Final O2: 19.0%. Fan display: None.
BASS-M6,BASS-II,PSI-25,M6,PMMA (Acrylic),Solid Polymer / Film,1 mm thick PMMA   2 cm wide,21.8,760.0,101.32,9.0,Blowoff Extinction,,,,10530.0,1380.0,Microgravity (~0g),,,1.27,345.0,7/31/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #163m. Final O2: 20.7%. Fan display: 685247434241.0.
BASS-M7,BASS-II,PSI-25,M7,PMMA (Acrylic),Solid Polymer / Film,1 cm wide PMMA 1 mm thick,18.9,760.0,101.32,7.2,Blowoff Extinction,,,,10654.543,1380.0,Microgravity (~0g),,,1.84,612.0,7/11/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #177m. Final O2: 18.4%. Fan display: None.
BASS-M8,BASS-II,PSI-25,M8,PMMA (Acrylic),Solid Polymer / Film,1 cm wide PMMA 2 mm thick,19.1,760.0,101.32,9.7,Blowoff Extinction,,,,10575.0,1380.0,Microgravity (~0g),,,1.28,467.0,7/11/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #178m. Final O2: 18.2%. Fan display: None.
BASS-M9,BASS-II,PSI-25,M9,PMMA (Acrylic),Solid Polymer / Film,1 cm wide PMMA 3 mm thick,18.0,760.0,101.32,5.2,Blowoff Extinction,,,,1014.0,1380.0,Microgravity (~0g),,,0.54,191.0,7/11/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #179m. Final O2: 17.6%. Fan display: None.
BASS-M10,BASS-II,PSI-25,M10,PMMA (Acrylic),Solid Polymer / Film,4 mm thick   1 cm wide PMMA slab,20.1,760.0,101.32,7.0,Blowoff Extinction,,,,101714108.0,1380.0,Microgravity (~0g),,,1.59,536.0,7/23/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #180m. Final O2: 18.6%. Fan display: None.
BASS-M11,BASS-II,PSI-25,M11,PMMA (Acrylic),Solid Polymer / Film,1 cm wide PMMA 5 mm thick,20.0,760.0,101.32,8.2,Blowoff Extinction,,,,10201512.0,1380.0,Microgravity (~0g),,,1.68,577.0,7/11/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #181m. Final O2: 18.5%. Fan display: None.
BASS-M12,BASS-II,PSI-25,M12,PMMA (Acrylic),Solid Polymer / Film,2 mm thick PMMA   2 cm wide,21.7,760.0,101.32,9.0,Flame Spread & Extinction,,,,1.0,1380.0,Microgravity (~0g),,,1.42,443.0,7/31/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #165m. Final O2: 20.4%. Fan display: 414241.0.
BASS-M13,BASS-II,PSI-25,M13,PMMA (Acrylic),Solid Polymer / Film,4 mm thick PMMA   2 cm wide,20.8,760.0,101.32,8.6,Blowoff Extinction,,,,654.0,1380.0,Microgravity (~0g),,,1.75,487.0,7/31/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #169m. Final O2: 19.0%. Fan display: 524743.0.
BASS-M14,BASS-II,PSI-25,M14,PMMA (Acrylic),Solid Polymer / Film,2mm thick PMMA   1 sided   2 cm wide,22.2,760.0,101.32,8.6,Blowoff Extinction,,,,108.0,1380.0,Microgravity (~0g),,,0.98,198.0,2/20/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #223. Final O2: 21.6%. Fan display: None.
BASS-M15,BASS-II,PSI-25,M15,PMMA (Acrylic),Solid Polymer / Film,2 cm   4 mm 1 sided PMMA slab,21.0,760.0,101.32,5.1,Blowoff Extinction,,,,108781020181615.0,1380.0,Microgravity (~0g),,,1.1,220.0,7/7/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #225m. Final O2: 20.0%. Fan display: 102015.0.
BASS-M16,BASS-II,PSI-25,M16,PMMA (Acrylic),Solid Polymer / Film,1 mm thick PMMA   2 cm wide,19.2,760.0,101.32,10.0,Blowoff Extinction,,,,10632110.0,1380.0,Microgravity (~0g),,,1.75,421.0,7/23/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #164m. Final O2: 18.7%. Fan display: None.
BASS-M17,BASS-II,PSI-25,M17,PMMA (Acrylic),Solid Polymer / Film,2 cm wide PMMA 2 mm thick,18.8,760.0,101.32,10.3,Blowoff Extinction,,,,10530.0,1380.0,Microgravity (~0g),,,1.7,485.0,7/15/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #166m. Final O2: 17.1%. Fan display: None.
BASS-M18,BASS-II,PSI-25,M18,PMMA (Acrylic),Solid Polymer / Film,2 cm wide PMMA 3 mm thick,17.9,760.0,101.32,5.9,Blowoff Extinction,,,,1015108.0,1380.0,Microgravity (~0g),,,1.31,335.0,7/15/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #168m. Final O2: 16.8%. Fan display: None.
BASS-M19,BASS-II,PSI-25,M19,PMMA (Acrylic),Solid Polymer / Film,4 mm thick   2 cm 2ide PMMA slab,19.0,760.0,101.32,6.7,Blowoff Extinction,,,,1017141075.0,1380.0,Microgravity (~0g),,,1.6,357.0,7/23/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #170m. Final O2: 17.4%. Fan display: None.
BASS-M20,BASS-II,PSI-25,M20,PMMA (Acrylic),Solid Polymer / Film,5 mm thick PMMA   2 cm wide,18.0,760.0,101.32,5.6,Blowoff Extinction,,,,108.0,1380.0,Microgravity (~0g),,,0.75,157.0,8/1/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Miller. Sample #172m. Final O2: 17.4%. Fan display: 6758.0.
BASS-O1,BASS-II,PSI-25,O1,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",22.2,760.0,101.32,2.1,Blowoff Extinction,,,,2010521.0,1380.0,Microgravity (~0g),,,0.85,51.0,2/18/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #207. Final O2: 21.7%. Fan display: 89625041.0.
BASS-O2,BASS-II,PSI-25,O2,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",22.2,760.0,101.32,9.6,Flame Spread & Extinction,,,,0.0,1380.0,Microgravity (~0g),,,0.59,23.0,2/18/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #204. Final O2: 21.9%. Fan display: None.
BASS-O3a,BASS-II,PSI-25,O3a,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",18.0,760.0,101.32,2.8,Blowoff Extinction,,,,53.0,1380.0,Microgravity (~0g),,,0.28,22.0,6/13/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #205M. Final O2: 18.0%. Fan display: None.
BASS-O3b,BASS-II,PSI-25,O3b,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",18.0,760.0,101.32,10.2,Blowoff Extinction,,,,5321.0,1380.0,Microgravity (~0g),,,0.53,116.0,6/13/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #205M. Final O2: 17.7%. Fan display: None.
BASS-O4,BASS-II,PSI-25,O4,"3/8""clear rod",Solid Polymer / Film,"3/8""clear rod",14.8,760.0,101.32,8.3,Low Oxygen Quenching,,,,5.0,1380.0,Microgravity (~0g),,,1.72,,7/8/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #216m. Final O2: 13.6%. Fan display: None.
BASS-O5a,BASS-II,PSI-25,O5a,PMMA (Acrylic),Solid Polymer / Film,"1/2"" clear PMMA rod",15.1,760.0,101.32,5.5,Blowoff Extinction,,,,5105204962494442.0,1380.0,Microgravity (~0g),,,1.05,496.0,7/21/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #220m. Final O2: 14.2%. Fan display: None.
BASS-O5b,BASS-II,PSI-25,O5b,PMMA (Acrylic),Solid Polymer / Film,"1/2"" clear PMMA rod",14.2,760.0,101.32,0.1,Blowoff Extinction,,,,495.0,1380.0,Microgravity (~0g),,,1.14,590.0,7/21/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #220m. Final O2: 14.1%. Fan display: 1.3.
BASS-O6,BASS-II,PSI-25,O6,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",16.7,760.0,101.32,8.0,Low Oxygen Quenching,,,,,1380.0,Microgravity (~0g),,,0.74,232.0,6/26/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #206M. Final O2: 16.0%. Fan display: None.
BASS-O7,BASS-II,PSI-25,O7,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",16.0,760.0,101.32,8.5,Low Oxygen Quenching,,,,,1380.0,Microgravity (~0g),,,1.27,512.0,6/26/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #214m. Final O2: 15.5%. Fan display: None.
BASS-O8a,BASS-II,PSI-25,O8a,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",15.7,760.0,101.32,4.4,Low Oxygen Quenching,,,,,1380.0,Microgravity (~0g),,,1.44,536.0,6/26/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #208m. Final O2: 15.3%. Fan display: None.
BASS-O8b,BASS-II,PSI-25,O8b,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",15.5,760.0,101.32,5.1,Low Oxygen Quenching,,,,,1380.0,Microgravity (~0g),,,1.74,660.0,6/26/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #208m. Final O2: 15.2%. Fan display: None.
BASS-O9,BASS-II,PSI-25,O9,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",15.0,760.0,101.32,5.1,Low Oxygen Quenching,,,,,1380.0,Microgravity (~0g),,,1.96,794.0,6/26/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #209m. Final O2: 14.8%. Fan display: None.
BASS-O10,BASS-II,PSI-25,O10,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",16.7,760.0,101.32,5.7,Blowoff Extinction,,,,520.0,1380.0,Microgravity (~0g),,,2.1,287.0,7/22/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #210m. Final O2: 16.1%. Fan display: None.
BASS-O11,BASS-II,PSI-25,O11,"1/4"" black rod",Solid Polymer / Film,"1/4"" black rod",15.4,760.0,101.32,9.0,Low Oxygen Quenching,,,,5.0,1380.0,Microgravity (~0g),,,0.72,290.0,7/8/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #184m. Final O2: 14.8%. Fan display: None.
BASS-O12,BASS-II,PSI-25,O12,"3/8"" clear rod",Solid Polymer / Film,"3/8"" clear rod",13.6,760.0,101.32,1.7,Low Oxygen Quenching,,,,,1380.0,Microgravity (~0g),,,1.71,,7/8/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #217m. Final O2: 13.5%. Fan display: None.
BASS-O13a,BASS-II,PSI-25,O13a,PMMA (Acrylic),Solid Polymer / Film,"1/2"" clear PMMA rod",15.9,760.0,101.32,6.6,Blowoff Extinction,,,,494442414140.552,1380.0,Microgravity (~0g),,,1.85,950.0,7/21/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #221m. Final O2: 14.6%. Fan display: None.
BASS-O13b,BASS-II,PSI-25,O13b,PMMA (Acrylic),Solid Polymer / Film,"1/2"" clear PMMA rod",14.6,760.0,101.32,0.2,Blowoff Extinction,,,,7449.0,1380.0,Microgravity (~0g),,,2.09,,7/21/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #221m. Final O2: 14.4%. Fan display: None.
BASS-O14,BASS-II,PSI-25,O14,"1/4"" black rod",Solid Polymer / Film,"1/4"" black rod",16.3,760.0,101.32,9.3,Low Oxygen Quenching,,,,5.0,1380.0,Microgravity (~0g),,,0.86,352.0,8/1/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #183m. Final O2: 15.3%. Fan display: 52.0.
BASS-O15a,BASS-II,PSI-25,O15a,"3/8"" clear rod",Solid Polymer / Film,"3/8"" clear rod",17.1,760.0,101.32,4.1,Blowoff Extinction,,,,50.0,1380.0,Microgravity (~0g),,,0.62,176.0,7/28/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #218m. Final O2: 16.7%. Fan display: None.
BASS-O15b,BASS-II,PSI-25,O15b,"3/8"" clear rod",Solid Polymer / Film,"3/8"" clear rod",16.7,760.0,101.32,10.5,Blowoff Extinction,,,,50.0,1380.0,Microgravity (~0g),,,1.63,751.0,7/28/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #218m. Final O2: 15.6%. Fan display: None.
BASS-O16,BASS-II,PSI-25,O16,"3/8""clear rod",Solid Polymer / Film,"3/8""clear rod",14.5,760.0,101.32,0.3,Low Oxygen Quenching,,,,5.0,1380.0,Microgravity (~0g),,,0.32,33.0,7/29/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #219m. Final O2: 14.5%. Fan display: 602.6.
BASS-O17,BASS-II,PSI-25,O17,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",15.1,760.0,101.32,5.8,Blowoff Extinction,,,,3011.0,1380.0,Microgravity (~0g),,,0.9,377.0,7/22/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #211m. Final O2: 14.3%. Fan display: None.
BASS-O18,BASS-II,PSI-25,O18,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",15.2,760.0,101.32,5.9,Blowoff Extinction,,,,5201121120.0,1380.0,Microgravity (~0g),,,1.94,816.0,7/28/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #212m. Final O2: 14.5%. Fan display: None.
BASS-O19,BASS-II,PSI-25,O19,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",15.3,760.0,101.32,8.9,Low Oxygen Quenching,,,,5.0,1380.0,Microgravity (~0g),,,1.51,686.0,8/1/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #213m. Final O2: 14.6%. Fan display: 52.0.
BASS-O20,BASS-II,PSI-25,O20,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",16.5,760.0,101.32,45.0,Blowoff Extinction,,,,5838.5,1380.0,Microgravity (~0g),,,0.57,57.0,2/26/2016,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #204m. Final O2: 15.9%. Fan display: 491.37891.
BASS-O21,BASS-II,PSI-25,O21,"3/8"" clear rod",Solid Polymer / Film,"3/8"" clear rod",15.9,760.0,101.32,45.0,Blowoff Extinction,,,,28.0,1380.0,Microgravity (~0g),,,0.95,187.0,2/26/2016,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #219m. Final O2: 15.4%. Fan display: 460.871.
BASS-O22,BASS-II,PSI-25,O22,"1/2"" clear rod",Solid Polymer / Film,"1/2"" clear rod",15.4,760.0,101.32,45.0,Blowoff Extinction,,,,426.5,1380.0,Microgravity (~0g),,,1.33,322.0,2/26/2016,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Olson. Sample #220m. Final O2: 14.9%. Fan display: 491.1587.
BASS-P1,BASS-II,PSI-25,P1,"1/4"" black rod",Solid Polymer / Film,"1/4"" black rod",17.7,760.0,101.32,10.2,Blowoff Extinction,,,,52.0,1380.0,Microgravity (~0g),,,0.44,14.0,6/16/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #185M. Final O2: 17.5%. Fan display: None.
BASS-P2,BASS-II,PSI-25,P2,"1/4"" black rod",Solid Polymer / Film,"1/4"" black rod",17.4,760.0,101.32,10.1,Flame Spread & Extinction,,,,,1380.0,Microgravity (~0g),,,0.66,26.0,6/16/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #188M. Final O2: 17.2%. Fan display: None.
BASS-P3a,BASS-II,PSI-25,P3a,"1/4"" clear rod",Solid Polymer / Film,"1/4"" clear rod",17.7,760.0,101.32,10.1,Flame Spread & Extinction,,,,,1380.0,Microgravity (~0g),,,0.51,33.0,6/16/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #215M. Final O2: 17.4%. Fan display: None.
BASS-P3b,BASS-II,PSI-25,P3b,1/4 clear rod,Solid Polymer / Film,1/4 clear rod,17.4,760.0,101.32,10.1,Flame Spread & Extinction,,,,,1380.0,Microgravity (~0g),,,,79.0,6/16/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #215M. Final O2: 16.8%. Fan display: None.
BASS-P4,BASS-II,PSI-25,P4,"3/8"" black rod",Solid Polymer / Film,"3/8"" black rod",18.5,760.0,101.32,9.9,Flame Spread & Extinction,,,,4841.0,1380.0,Microgravity (~0g),,,1.8,493.0,7/3/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #197m. Final O2: 17.1%. Fan display: 4841.0.
BASS-P5,BASS-II,PSI-25,P5,"0.5"" black rod",Solid Polymer / Film,"0.5"" black rod",19.3,760.0,101.32,10.4,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,1.67,525.0,7/14/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #202m. Final O2: 17.6%. Fan display: None.
BASS-P6,BASS-II,PSI-25,P6,"1/4"" black rod",Solid Polymer / Film,"1/4"" black rod",18.9,760.0,101.32,5.4,Flame Spread & Extinction,,,,4841.0,1380.0,Microgravity (~0g),,,0.62,64.0,7/3/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #186m. Final O2: 18.5%. Fan display: 4841.0.
BASS-P8,BASS-II,PSI-25,P8,"3/8"" black rod",Solid Polymer / Film,"3/8"" black rod",16.4,760.0,101.32,2.2,Blowoff Extinction,,,,51015.0,1380.0,Microgravity (~0g),,,0.81,69.0,7/3/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #197m. Final O2: 16.3%. Fan display: 486275.0.
BASS-P9,BASS-II,PSI-25,P9,"0.5"" black rod",Solid Polymer / Film,"0.5"" black rod",17.6,760.0,101.32,4.9,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,2.1,535.0,7/14/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #202m. Final O2: 17.1%. Fan display: None.
BASS-P10,BASS-II,PSI-25,P10,"1/4"" black rod",Solid Polymer / Film,"1/4"" black rod",17.0,760.0,101.32,7.4,Flame Spread & Extinction,,,,4841.0,1380.0,Microgravity (~0g),,,0.72,44.0,7/3/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #187m. Final O2: 16.4%. Fan display: 4841.0.
BASS-P12,BASS-II,PSI-25,P12,"3/8"" black rod",Solid Polymer / Film,"3/8"" black rod",17.5,760.0,101.32,9.1,Blowoff Extinction,,,,53210.5,1380.0,Microgravity (~0g),,,0.95,57.0,7/29/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #199m. Final O2: 16.8%. Fan display: None.
BASS-P13a,BASS-II,PSI-25,P13a,"0.5"" black rod",Solid Polymer / Film,"0.5"" black rod",20.7,760.0,101.32,8.5,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,1.63,450.0,7/14/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #203m. Final O2: 19.1%. Fan display: None.
BASS-P13b,BASS-II,PSI-25,P13b,"0.5"" black rod",Solid Polymer / Film,"0.5"" black rod",20.6,760.0,101.32,3.1,Flame Spread & Extinction,,,,5.0,1380.0,Microgravity (~0g),,,0.62,72.0,7/14/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #203m. Final O2: 20.2%. Fan display: None.
BASS-P14,BASS-II,PSI-25,P14,1/4 blac rod,Solid Polymer / Film,1/4 blac rod,18.4,760.0,101.32,5.4,Flame Spread & Extinction,,,,4641.0,1380.0,Microgravity (~0g),,,0.62,90.0,6/23/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #189M. Final O2: 18.0%. Fan display: 4641.0.
BASS-P15,BASS-II,PSI-25,P15,1/4 black rod,Solid Polymer / Film,1/4 black rod,18.0,760.0,101.32,5.7,Blowoff Extinction,,,,50.36,1380.0,Microgravity (~0g),,,1.11,108.0,6/23/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #190M. Final O2: 17.5%. Fan display: 4641.0.
BASS-P16,BASS-II,PSI-25,P16,"1/4"" black rod",Solid Polymer / Film,"1/4"" black rod",18.2,760.0,101.32,4.3,Blowoff Extinction,,,,582.0,1380.0,Microgravity (~0g),,,0.92,56.0,7/22/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #191m. Final O2: 17.4%. Fan display: None.
BASS-P17,BASS-II,PSI-25,P17,"1/4""  black rod",Solid Polymer / Film,"1/4""  black rod",16.8,760.0,101.32,6.2,Blowoff Extinction,,,,532222.0,1380.0,Microgravity (~0g),,,1.34,68.0,7/29/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #192m. Final O2: 16.5%. Fan display: None.
BASS-P18,BASS-II,PSI-25,P18,"1/4"" black rod",Solid Polymer / Film,"1/4"" black rod",20.0,760.0,101.32,9.3,Blowoff Extinction,,,,2020.0,1380.0,Microgravity (~0g),,,1.2,26.0,7/30/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #193m. Final O2: 19.0%. Fan display: 55471212.0.
BASS-P19,BASS-II,PSI-25,P19,"1/4"" black rod",Solid Polymer / Film,"1/4"" black rod",17.5,760.0,101.32,9.3,Blowoff Extinction,,,,5820.0,1380.0,Microgravity (~0g),,,1.61,94.0,7/22/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #194m. Final O2: 16.7%. Fan display: None.
BASS-P20,BASS-II,PSI-25,P20,"1/4"" black rod",Solid Polymer / Film,"1/4"" black rod",19.0,760.0,101.32,10.4,Blowoff Extinction,,,,2020.0,1380.0,Microgravity (~0g),,,1.05,78.0,7/30/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #195m. Final O2: 18.2%. Fan display: 55471212.0.
BASS-P21a,BASS-II,PSI-25,P21a,1/4 black rod,Solid Polymer / Film,1/4 black rod,16.3,760.0,101.32,1.9,Low Oxygen Quenching,,,,5.0,1380.0,Microgravity (~0g),,,1.0,94.0,6/23/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #196M. Final O2: 16.3%. Fan display: 46.0.
BASS-P21b,BASS-II,PSI-25,P21b,"1/4"" black rod",Solid Polymer / Film,"1/4"" black rod",16.3,760.0,101.32,0.5,Low Oxygen Quenching,,,,5.0,1380.0,Microgravity (~0g),,,1.03,98.0,6/23/2014,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-25,PI: Fernandez-Pello. Sample #196M. Final O2: 16.3%. Fan display: 46.0.
