experiment_id,dataset_family,investigation_id,original_test_id,fuel_material,material_category,sample_description,oxygen_pct,pressure_mmhg,pressure_kpa,burn_time_s,extinction_outcome,extinction_diameter_mm,initial_diameter_mm,burning_rate_mms,airflow_velocity_cms,flame_temp_k,gravity_condition,ignition_power_w,ignition_time_s,co2_pct,co_ppm,test_date,source_name,source_url,notes
FLEX-183,FLEX,PSI-69,183,Methanol,Liquid Droplet,Droplet initial diameter: 3.72 mm,23.0,534.4,71.25,26.2,Extinction,,3.72,0.53,0.0,1400.0,Microgravity (~0g),,,,,8/8/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C09M501. Extinction diameter: None mm. Burning rate: 0.53 mm/s.
FLEX-184,FLEX,PSI-69,184,Methanol,Liquid Droplet,Droplet initial diameter: 3.42 mm,23.0,535.1,71.34,15.8,Extinction,,3.42,0.51,0.0,1400.0,Microgravity (~0g),,,,,8/8/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C09M502. Extinction diameter: None mm. Burning rate: 0.51 mm/s.
FLEX-185,FLEX,PSI-69,185,Methanol,Liquid Droplet,Droplet initial diameter: 2.8 mm,23.0,535.2,71.35,12.7,Extinction,1.33,2.8,0.51,0.0,1400.0,Microgravity (~0g),,,,,8/8/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C09M601. Extinction diameter: 1.33 mm. Burning rate: 0.51 mm/s.
FLEX-186,FLEX,PSI-69,186,Methanol,Liquid Droplet,Droplet initial diameter: 2.47 mm,23.0,536.2,71.49,9.2,Extinction,1.21,2.47,0.52,0.0,1400.0,Microgravity (~0g),,,,,8/8/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C09M701. Extinction diameter: 1.21 mm. Burning rate: 0.52 mm/s.
FLEX-187,FLEX,PSI-69,187,Methanol,Liquid Droplet,Droplet initial diameter: 3.38 mm,19.0,758.0,101.06,21.8,Extinction,1.29,3.38,0.47,0.0,1400.0,Microgravity (~0g),,,,,8/8/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C02M101. Extinction diameter: 1.29 mm. Burning rate: 0.47 mm/s.
FLEX-188,FLEX,PSI-69,188,Methanol,Liquid Droplet,Droplet initial diameter: 2.47 mm,19.0,758.1,101.07,11.0,Extinction,1.08,2.47,0.46,0.0,1400.0,Microgravity (~0g),,,,,8/8/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C02M201. Extinction diameter: 1.08 mm. Burning rate: 0.46 mm/s.
FLEX-189,FLEX,PSI-69,189,Methanol,Liquid Droplet,Droplet initial diameter: 3.77 mm,18.0,761.2,101.48,30.5,Extinction,1.78,3.77,0.42,0.0,1400.0,Microgravity (~0g),,,,,8/9/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C03M501. Extinction diameter: 1.78 mm. Burning rate: 0.42 mm/s.
FLEX-190,FLEX,PSI-69,190,Methanol,Liquid Droplet,Droplet initial diameter: 2.74 mm,18.0,764.6,101.94,14.0,Extinction,0.95,2.74,0.5,0.0,1400.0,Microgravity (~0g),,,,,8/9/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C03M601. Extinction diameter: 0.95 mm. Burning rate: 0.5 mm/s.
FLEX-191,FLEX,PSI-69,191,Methanol,Liquid Droplet,Droplet initial diameter: 1.76 mm,18.0,765.3,102.03,5.5,Extinction,0.81,1.76,0.46,0.0,1400.0,Microgravity (~0g),,,,,8/9/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C03M701. Extinction diameter: 0.81 mm. Burning rate: 0.46 mm/s.
FLEX-192,FLEX,PSI-69,192,Methanol,Liquid Droplet,Droplet initial diameter: 3.46 mm,17.0,759.5,101.26,21.8,Extinction,,3.46,0.39,0.0,1400.0,Microgravity (~0g),,,,,8/9/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C04M101. Extinction diameter: None mm. Burning rate: 0.39 mm/s.
FLEX-193,FLEX,PSI-69,193,Methanol,Liquid Droplet,Droplet initial diameter: 2.77 mm,17.0,759.1,101.2,15.6,Extinction,1.27,2.77,0.4,0.0,1400.0,Microgravity (~0g),,,,,8/9/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C04M201. Extinction diameter: 1.27 mm. Burning rate: 0.4 mm/s.
FLEX-194,FLEX,PSI-69,194,Heptane,Liquid Droplet,Droplet initial diameter: 3.76 mm,17.0,752.0,100.26,1.6,Extinction,3.71,3.76,0.29,0.0,1400.0,Microgravity (~0g),,,,,8/17/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C04H101. Extinction diameter: 3.71 mm. Burning rate: 0.29 mm/s.
FLEX-195,FLEX,PSI-69,195,Heptane,Liquid Droplet,Droplet initial diameter: 2.9 mm,17.0,752.5,100.32,1.9,Extinction,2.79,2.9,0.36,0.0,1400.0,Microgravity (~0g),,,,,8/17/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C04H201. Extinction diameter: 2.79 mm. Burning rate: 0.36 mm/s.
FLEX-196,FLEX,PSI-69,196,Heptane,Liquid Droplet,Droplet initial diameter: 3.06 mm,20.0,758.4,101.11,8.9,Extinction,2.28,3.06,0.52,0.0,1400.0,Microgravity (~0g),,,,,8/18/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C01H501. Extinction diameter: 2.28 mm. Burning rate: 0.52 mm/s.
FLEX-197,FLEX,PSI-69,197,Heptane,Liquid Droplet,Droplet initial diameter: 3.04 mm,20.0,759.8,101.3,8.1,Extinction,2.33,3.04,0.49,0.0,1400.0,Microgravity (~0g),,,,,8/18/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C01H601. Extinction diameter: 2.33 mm. Burning rate: 0.49 mm/s.
FLEX-198,FLEX,PSI-69,198,Heptane,Liquid Droplet,Droplet initial diameter: 2.12 mm,20.0,760.1,101.34,8.7,Disruption,0.13,2.12,0.53,0.0,1250.0,Microgravity (~0g),,,,,8/18/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C01H701. Extinction diameter: 0.13 mm. Burning rate: 0.53 mm/s.
FLEX-199,FLEX,PSI-69,199,Methanol,Liquid Droplet,Droplet initial diameter: 3.37 mm,20.0,754.0,100.52,21.0,Extinction,0.98,3.37,0.49,0.0,1400.0,Microgravity (~0g),,,,,8/24/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C01M501. Extinction diameter: 0.98 mm. Burning rate: 0.49 mm/s.
FLEX-200,FLEX,PSI-69,200,Methanol,Liquid Droplet,Droplet initial diameter: 2.57 mm,20.0,756.1,100.8,11.7,Extinction,1.13,2.57,0.47,0.0,1400.0,Microgravity (~0g),,,,,8/24/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C01M602. Extinction diameter: 1.13 mm. Burning rate: 0.47 mm/s.
FLEX-201,FLEX,PSI-69,201,Methanol,Liquid Droplet,Droplet initial diameter: 2.4 mm,20.0,756.9,100.91,10.2,Extinction,1.05,2.4,0.48,0.0,1400.0,Microgravity (~0g),,,,,8/24/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: C01M603. Extinction diameter: 1.05 mm. Burning rate: 0.48 mm/s.
FLEX-202,FLEX,PSI-69,202,Methanol,Liquid Droplet,Droplet initial diameter: 3.3 mm,21.0,760.2,101.35,19.5,Extinction,1.42,3.3,0.47,0.0,1400.0,Microgravity (~0g),,,,,8/24/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N01M101. Extinction diameter: 1.42 mm. Burning rate: 0.47 mm/s.
FLEX-203,FLEX,PSI-69,203,Methanol,Liquid Droplet,Droplet initial diameter: 2.75 mm,21.0,761.6,101.54,12.8,Extinction,1.11,2.75,0.52,0.0,1400.0,Microgravity (~0g),,,,,8/24/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N01M201. Extinction diameter: 1.11 mm. Burning rate: 0.52 mm/s.
FLEX-204,FLEX,PSI-69,204,Heptane,Liquid Droplet,Droplet initial diameter: 3.56 mm,21.0,756.5,100.86,23.9,Disruption,,3.56,0.43,0.0,1250.0,Microgravity (~0g),,,,,8/29/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N01H101. Extinction diameter: None mm. Burning rate: 0.43 mm/s.
FLEX-205,FLEX,PSI-69,205,Heptane,Liquid Droplet,Droplet initial diameter: 3.58 mm,21.0,757.3,100.96,24.0,Disruption,,3.58,0.42,0.0,1250.0,Microgravity (~0g),,,,,8/29/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N01H102. Extinction diameter: None mm. Burning rate: 0.42 mm/s.
FLEX-206,FLEX,PSI-69,206,Heptane,Liquid Droplet,Droplet initial diameter: 2.96 mm,21.0,760.2,101.35,17.1,Disruption,0.47,2.96,0.5,0.0,1250.0,Microgravity (~0g),,,,,8/29/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N01H201. Extinction diameter: 0.47 mm. Burning rate: 0.5 mm/s.
FLEX-207,FLEX,PSI-69,207,Heptane,Liquid Droplet,Droplet initial diameter: 2.72 mm,21.0,762.7,101.68,11.5,Completion,1.13,2.72,0.54,0.0,1400.0,Microgravity (~0g),,,,,8/29/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N01H202. Extinction diameter: 1.13 mm. Burning rate: 0.54 mm/s.
FLEX-208,FLEX,PSI-69,208,Heptane,Liquid Droplet,Droplet initial diameter: 2.92 mm,21.0,762.9,101.71,12.8,Completion,,2.92,0.69,0.0,1400.0,Microgravity (~0g),,,,,8/29/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N01H301. Extinction diameter: None mm. Burning rate: 0.69 mm/s.
FLEX-209,FLEX,PSI-69,209,Heptane,Liquid Droplet,Droplet initial diameter: 3.34 mm,16.0,759.8,101.3,3.4,Extinction,3.18,3.34,0.34,0.0,1400.0,Microgravity (~0g),,,,,8/29/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N02H101. Extinction diameter: 3.18 mm. Burning rate: 0.34 mm/s.
FLEX-210,FLEX,PSI-69,210,Heptane,Liquid Droplet,Spherical droplet,16.0,759.8,101.3,,Extinction,,,,0.0,1400.0,Microgravity (~0g),,,,,8/29/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N02H201. Extinction diameter: None mm. Burning rate: None mm/s.
FLEX-211,FLEX,PSI-69,211,Heptane,Liquid Droplet,Droplet initial diameter: 2.52 mm,16.0,759.9,101.31,4.5,Extinction,2.13,2.52,0.42,0.0,1400.0,Microgravity (~0g),,,,,8/30/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N02H203. Extinction diameter: 2.13 mm. Burning rate: 0.42 mm/s.
FLEX-212,FLEX,PSI-69,212,Heptane,Liquid Droplet,Droplet initial diameter: 2.55 mm,15.0,764.0,101.86,3.4,Extinction,2.31,2.55,0.37,0.0,1400.0,Microgravity (~0g),,,,,9/1/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N03H101. Extinction diameter: 2.31 mm. Burning rate: 0.37 mm/s.
FLEX-213,FLEX,PSI-69,213,Heptane,Liquid Droplet,Droplet initial diameter: 4.16 mm,14.0,759.8,101.3,1.6,Extinction,4.15,4.16,0.24,0.0,1400.0,Microgravity (~0g),,,,,9/1/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N04H101. Extinction diameter: 4.15 mm. Burning rate: 0.24 mm/s.
FLEX-214,FLEX,PSI-69,214,Heptane,Liquid Droplet,Droplet initial diameter: 1.83 mm,14.0,759.9,101.31,3.8,Extinction,,1.83,0.39,0.0,1400.0,Microgravity (~0g),,,,,9/1/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N04H201. Extinction diameter: None mm. Burning rate: 0.39 mm/s.
FLEX-215,FLEX,PSI-69,215,Methanol,Liquid Droplet,Droplet initial diameter: 3.5 mm,14.0,757.6,101.0,26.0,Extinction,,3.5,0.3,0.0,1400.0,Microgravity (~0g),,,,,9/8/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N04M101. Extinction diameter: None mm. Burning rate: 0.3 mm/s.
FLEX-216,FLEX,PSI-69,216,Methanol,Liquid Droplet,Droplet initial diameter: 2.67 mm,14.0,758.3,101.1,15.6,Extinction,1.27,2.67,0.38,0.0,1400.0,Microgravity (~0g),,,,,9/8/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N04M201. Extinction diameter: 1.27 mm. Burning rate: 0.38 mm/s.
FLEX-217,FLEX,PSI-69,217,Methanol,Liquid Droplet,Droplet initial diameter: 3.46 mm,13.0,759.4,101.24,9.5,Extinction,2.96,3.46,0.36,0.0,1400.0,Microgravity (~0g),,,,,9/8/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N05M101. Extinction diameter: 2.96 mm. Burning rate: 0.36 mm/s.
FLEX-218,FLEX,PSI-69,218,Methanol,Liquid Droplet,Droplet initial diameter: 2.75 mm,13.0,760.6,101.4,16.3,Extinction,1.46,2.75,0.35,0.0,1400.0,Microgravity (~0g),,,,,9/8/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N05M201. Extinction diameter: 1.46 mm. Burning rate: 0.35 mm/s.
FLEX-219,FLEX,PSI-69,219,Methanol,Liquid Droplet,Droplet initial diameter: 2.6 mm,12.0,761.6,101.54,6.9,Extinction,2.09,2.6,0.36,0.0,1400.0,Microgravity (~0g),,,,,9/9/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N06M101. Extinction diameter: 2.09 mm. Burning rate: 0.36 mm/s.
FLEX-220,FLEX,PSI-69,220,Methanol,Liquid Droplet,Droplet initial diameter: 1.94 mm,12.0,761.9,101.58,7.8,Extinction,1.05,1.94,0.35,0.0,1400.0,Microgravity (~0g),,,,,9/9/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N06M201. Extinction diameter: 1.05 mm. Burning rate: 0.35 mm/s.
FLEX-221,FLEX,PSI-69,221,Methanol,Liquid Droplet,Droplet initial diameter: 1.84 mm,12.0,763.7,101.82,6.0,Extinction,1.04,1.84,0.38,0.0,1400.0,Microgravity (~0g),,,,,9/9/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N06M202. Extinction diameter: 1.04 mm. Burning rate: 0.38 mm/s.
FLEX-222,FLEX,PSI-69,222,Methanol,Liquid Droplet,Droplet initial diameter: 2.91 mm,20.0,759.2,101.22,14.4,Extinction,1.12,2.91,0.51,0.0,1400.0,Microgravity (~0g),,,,,9/9/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H01M102. Extinction diameter: 1.12 mm. Burning rate: 0.51 mm/s.
FLEX-223,FLEX,PSI-69,223,Methanol,Liquid Droplet,Spherical droplet,20.0,759.6,101.27,6.0,Extinction,,,,0.0,1400.0,Microgravity (~0g),,,,,9/9/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H01M104. Extinction diameter: None mm. Burning rate: None mm/s.
FLEX-224,FLEX,PSI-69,224,Heptane,Liquid Droplet,Droplet initial diameter: 2.25 mm,20.0,755.3,100.7,9.0,Completion,,2.25,0.57,0.0,1400.0,Microgravity (~0g),,,,,9/13/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H01H102. Extinction diameter: None mm. Burning rate: 0.57 mm/s.
FLEX-225,FLEX,PSI-69,225,Methanol,Liquid Droplet,Droplet initial diameter: 2.78 mm,19.0,753.4,100.44,12.5,Extinction,,2.78,0.57,0.0,1400.0,Microgravity (~0g),,,,,9/21/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H02M101. Extinction diameter: None mm. Burning rate: 0.57 mm/s.
FLEX-226,FLEX,PSI-69,226,Methanol,Liquid Droplet,Droplet initial diameter: 2.79 mm,18.0,759.2,101.22,12.5,Extinction,1.3,2.79,0.51,0.0,1400.0,Microgravity (~0g),,,,,9/22/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H03M101. Extinction diameter: 1.3 mm. Burning rate: 0.51 mm/s.
FLEX-227,FLEX,PSI-69,227,Methanol,Liquid Droplet,Droplet initial diameter: 2.95 mm,18.0,760.3,101.36,11.7,Extinction,1.67,2.95,0.53,0.0,1400.0,Microgravity (~0g),,,,,9/22/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H03M201. Extinction diameter: 1.67 mm. Burning rate: 0.53 mm/s.
FLEX-228,FLEX,PSI-69,228,Heptane,Liquid Droplet,Droplet initial diameter: 3.32 mm,21.0,767.4,102.31,17.5,Extinction,1.37,3.32,0.52,0.0,1400.0,Microgravity (~0g),,,,,9/23/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N01H401. Extinction diameter: 1.37 mm. Burning rate: 0.52 mm/s.
FLEX-229,FLEX,PSI-69,229,Heptane,Liquid Droplet,Droplet initial diameter: 2.39 mm,21.0,768.1,102.4,10.6,Disruption,,2.39,0.57,0.0,1250.0,Microgravity (~0g),,,,,9/24/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N01H502. Extinction diameter: None mm. Burning rate: 0.57 mm/s.
FLEX-230,FLEX,PSI-69,230,Heptane,Liquid Droplet,Droplet initial diameter: 3.65 mm,21.0,769.2,102.55,9.6,Extinction,2.85,3.65,0.57,0.0,1400.0,Microgravity (~0g),,,,,9/24/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: N01H601. Extinction diameter: 2.85 mm. Burning rate: 0.57 mm/s.
FLEX-231,FLEX,PSI-69,231,Heptane,Liquid Droplet,Droplet initial diameter: 2.59 mm,19.0,758.8,101.16,12.0,Disruption,,2.59,0.54,0.0,1250.0,Microgravity (~0g),,,,,9/24/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H02H101. Extinction diameter: None mm. Burning rate: 0.54 mm/s.
FLEX-232,FLEX,PSI-69,232,Heptane,Liquid Droplet,Droplet initial diameter: 3.52 mm,18.0,763.7,101.82,4.1,Extinction,3.28,3.52,0.41,0.0,1400.0,Microgravity (~0g),,,,,9/27/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H03H101. Extinction diameter: 3.28 mm. Burning rate: 0.41 mm/s.
FLEX-233,FLEX,PSI-69,233,Heptane,Liquid Droplet,Droplet initial diameter: 2.3 mm,18.0,765.9,102.11,9.1,Completion,,2.3,0.49,0.0,1400.0,Microgravity (~0g),,,,,9/27/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H03H201. Extinction diameter: None mm. Burning rate: 0.49 mm/s.
FLEX-234,FLEX,PSI-69,234,Heptane,Liquid Droplet,Droplet initial diameter: 2.27 mm,18.0,766.5,102.19,8.6,Completion,,2.27,0.51,0.0,1400.0,Microgravity (~0g),,,,,9/27/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H03H202. Extinction diameter: None mm. Burning rate: 0.51 mm/s.
FLEX-235,FLEX,PSI-69,235,Heptane,Liquid Droplet,Droplet initial diameter: 2.85 mm,17.0,759.3,101.23,3.2,Extinction,2.6,2.85,0.46,0.0,1400.0,Microgravity (~0g),,,,,9/27/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H04H101. Extinction diameter: 2.6 mm. Burning rate: 0.46 mm/s.
FLEX-236,FLEX,PSI-69,236,Heptane,Liquid Droplet,Droplet initial diameter: 2.12 mm,17.0,759.3,101.23,4.5,Extinction,1.39,2.12,0.59,0.0,1400.0,Microgravity (~0g),,,,,9/27/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H04H201. Extinction diameter: 1.39 mm. Burning rate: 0.59 mm/s.
FLEX-237,FLEX,PSI-69,237,Heptane,Liquid Droplet,Spherical droplet,17.0,759.6,101.27,1.7,Disruption,,,,0.0,1250.0,Microgravity (~0g),,,,,9/27/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H04H302. Extinction diameter: None mm. Burning rate: None mm/s.
FLEX-238,FLEX,PSI-69,238,Heptane,Liquid Droplet,Droplet initial diameter: 1.61 mm,17.0,759.8,101.3,2.7,Completion,,1.61,0.91,0.0,1400.0,Microgravity (~0g),,,,,9/27/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H04H303. Extinction diameter: None mm. Burning rate: 0.91 mm/s.
FLEX-239,FLEX,PSI-69,239,Methanol,Liquid Droplet,Droplet initial diameter: 2.99 mm,17.0,754.2,100.55,9.1,Extinction,,2.99,0.49,0.0,1400.0,Microgravity (~0g),,,,,10/1/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H04M101. Extinction diameter: None mm. Burning rate: 0.49 mm/s.
FLEX-240,FLEX,PSI-69,240,Methanol,Liquid Droplet,Droplet initial diameter: 2.9 mm,17.0,757.0,100.92,13.1,Extinction,1.42,2.9,0.51,0.0,1400.0,Microgravity (~0g),,,,,10/1/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H04M202. Extinction diameter: 1.42 mm. Burning rate: 0.51 mm/s.
FLEX-241,FLEX,PSI-69,241,Methanol,Liquid Droplet,Droplet initial diameter: 3.4 mm,16.0,759.9,101.31,7.9,Extinction,2.79,3.4,0.51,0.0,1400.0,Microgravity (~0g),,,,,10/1/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H05M102. Extinction diameter: 2.79 mm. Burning rate: 0.51 mm/s.
FLEX-242,FLEX,PSI-69,242,Methanol,Liquid Droplet,Spherical droplet,16.0,761.0,101.46,5.0,Extinction,,,,0.0,1400.0,Microgravity (~0g),,,,,10/1/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H05M202. Extinction diameter: None mm. Burning rate: None mm/s.
FLEX-243,FLEX,PSI-69,243,Heptane,Liquid Droplet,Droplet initial diameter: 1.49 mm,16.0,757.9,101.04,2.9,Extinction,0.69,1.49,0.6,0.0,1400.0,Microgravity (~0g),,,,,10/5/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H05H103. Extinction diameter: 0.69 mm. Burning rate: 0.6 mm/s.
FLEX-244,FLEX,PSI-69,244,Methanol,Liquid Droplet,Droplet initial diameter: 3.67 mm,15.0,755.6,100.74,3.6,Extinction,3.47,3.67,0.43,0.0,1400.0,Microgravity (~0g),,,,,10/7/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H06M102. Extinction diameter: 3.47 mm. Burning rate: 0.43 mm/s.
FLEX-245,FLEX,PSI-69,245,Methanol,Liquid Droplet,Droplet initial diameter: 2.52 mm,15.0,756.7,100.88,4.0,Extinction,2.06,2.52,0.56,0.0,1400.0,Microgravity (~0g),,,,,10/7/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H06M201. Extinction diameter: 2.06 mm. Burning rate: 0.56 mm/s.
FLEX-246,FLEX,PSI-69,246,Methanol,Liquid Droplet,Droplet initial diameter: 2.44 mm,14.0,759.2,101.22,1.5,Extinction,2.26,2.44,0.56,0.0,1400.0,Microgravity (~0g),,,,,10/7/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H07M101. Extinction diameter: 2.26 mm. Burning rate: 0.56 mm/s.
FLEX-247,FLEX,PSI-69,247,Methanol,Liquid Droplet,Droplet initial diameter: 1.88 mm,14.0,759.8,101.3,1.0,Extinction,1.73,1.88,0.58,0.0,1400.0,Microgravity (~0g),,,,,10/7/2011,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H07M202. Extinction diameter: 1.73 mm. Burning rate: 0.58 mm/s.
FLEX-248,FLEX,PSI-69,248,Methanol,Liquid Droplet,Droplet initial diameter: 3.56 mm,13.0,763.5,101.79,0.3,Extinction,3.54,3.56,0.51,0.0,1400.0,Microgravity (~0g),,,,,10/11/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H08M101. Extinction diameter: 3.54 mm. Burning rate: 0.51 mm/s.
FLEX-249,FLEX,PSI-69,249,Heptane,Liquid Droplet,Droplet initial diameter: 3.78 mm,24.0,534.0,71.19,12.2,Extinction,2.52,3.78,0.72,0.0,1400.0,Microgravity (~0g),,,,,10/12/11,NASA Physical Sciences Informatics (PSI),https://psi.nasa.gov/physci/repo/data/investigations/PSI-69,FLEX ID: H10H101. Extinction diameter: 2.52 mm. Burning rate: 0.72 mm/s.
